stress,defect_size,distance_from_surface,defect_circularity,N,cycle
149.68514063954353,136.65243038535118,134.10269497632981,0.13905910015106202,35951579.85407427,4.78143370926032
166.83402290940285,134.6106554567814,177.8383908569813,0.1161764669418335,-1378450.8636852726,5.822028613144209
171.0695912539959,166.6934210586548,174.71511576175692,0.10995721817016602,-44403872.52279699,5.5616773926819025
256.56957709789276,176.13575632095336,191.79666565954687,0.14132437229156494,-19868272.3929571,5.553000545866718
208.1374146938324,196.49944170713425,267.1892176151276,0.10167672395706176,75864388.03299427,5.616224949631187
173.41787925362587,169.45125508189201,222.7324170291424,0.09232403993606567,-24804564.174372815,5.4689744491953025
140.2344084084034,114.51749603152277,191.14991584718229,0.09682364225387574,87827377.08073974,5.095538751170503
203.73116055130959,168.75768574357033,246.9686514258385,0.12826652765274046,133583526.89991772,5.45716663761173
186.60817432403564,144.31565632581712,140.1211910158396,0.09550400257110596,88879033.84205222,5.052240402953368
101.91312290728092,102.12036809623243,155.3417014449835,0.06001006424427033,57907750.416979045,5.088190415320028
204.35968020558357,163.07802681803705,218.73452276587489,0.09112674832344056,-89362043.35289523,5.360742637577607
139.58524292707443,91.14882526040078,122.04396425485612,0.0866493546962738,13314548.206472863,5.300016508642276
228.6474031805992,171.78405483126642,235.13194380998613,0.033058457374572754,-10799388.333695717,5.505904295859983
191.75837755203247,153.89189780950545,182.13578783869744,0.014175473451614382,38155690.80895752,5.229171784371926
128.97562782466412,149.21130022406578,235.0607976347208,0.13478792190551758,52412901.208177805,5.249330061184198
175.93776753544807,124.95334761857987,173.61504637598992,0.015029231309890749,25111262.264000177,5.57144922673513
154.6184497177601,129.1499214053154,189.35933377146722,0.20847544193267822,88436931.50155783,5.576906847845864
160.03852263092995,145.2167065703869,176.1021049886942,0.11827949762344361,96195547.28841558,4.769066911748344
140.24629670381546,125.61720098376276,166.79734443426133,0.10978445529937744,-16408344.595861621,5.304904570899974
229.87550175189972,145.13198286533355,236.59165837168695,0.036343387365341186,11225717.297270074,5.985618266138108
202.37815418839455,139.06878879666328,157.60584657490256,0.05201152741909027,24175654.90839362,5.903086169686521
153.32322800159454,161.6702565550804,235.7135616928339,0.09421571254730224,-16608460.158278607,5.541273333679619
147.43929639458656,144.21002083420754,186.53871971368793,0.10970136404037475,89123884.97516453,5.598416007318446
156.2934190928936,147.03280232429503,165.41608386039735,0.09652462959289551,91943287.25651518,5.2247055664839905
156.55374586582184,230.52047036886216,240.4688981294632,0.17758100032806395,147510488.22764605,5.515801625931675
231.83125007152557,179.1875941359997,212.872447514534,-0.025302462577819824,-100781558.9373231,5.770005227027873
196.10448014736176,125.95743781566621,218.50184873342516,0.08413758039474487,-60703249.22600016,5.96961239055221
126.1411946117878,130.17188542842865,205.2557748645544,0.064397092461586,76311489.67698306,5.161842251080344
145.2425222992897,117.56990899443628,126.11424786150457,0.13325780391693115,13883125.754243359,5.105322460610093
188.18887650966644,141.34183215737343,191.07168025374415,0.06478575348854065,15136232.93298373,5.079039012742708
234.78916555643082,208.23061477541924,235.7014828026295,0.1101043677330017,-71831674.21778232,4.8880827234143505
171.27938470244408,150.02103468418122,203.3125015050173,0.14921528816223145,101133154.46034089,5.039565994626898
174.6178224682808,158.1063011801243,241.55492307543756,0.08344503760337829,-55136754.26121861,5.483873538772191
147.8264675140381,167.81709776997567,211.64648215770723,0.11725374937057495,85941459.4999054,5.4774176190530275
180.30106243491173,139.86682858347893,187.44912196397783,0.003066078424453736,18273448.518384025,5.387446320891442
175.41672667860985,202.7783752155304,263.80272687077525,0.11741969585418702,19773846.0395851,5.3659964617352784
204.12505581974983,157.04826506257058,175.090569332242,0.08047499537467956,-39646510.73079333,5.603280012341835
187.28958344459534,163.46461466908454,188.16175968647005,0.15271077156066895,59821942.747084945,5.367869401703173
156.10532581806183,133.17167973518372,133.41762534677983,0.007110878229141235,43961828.61607976,5.7312294090146505
153.53361317515373,128.39402963399888,155.03013663589957,0.07218747735023498,9555877.194374483,5.109152770712152
128.00849078595638,164.42418252229692,197.65519620180132,0.1249484133720398,102888598.41555104,5.397837820266616
198.9872035086155,142.98413002371788,173.20088659822943,0.04497687458992004,-54227766.147824824,5.2510519155914
244.02136832475662,201.66003705620767,215.07204869985583,0.0359800124168396,-58124690.439386815,5.472023895182463
185.4638747870922,102.97322389900685,220.52809516489506,0.0418551766872406,39665890.2432394,5.6529010461046845
146.25853583216667,170.34839727044107,234.39002443850043,0.1391029167175293,-8148548.633690886,6.114334582923768
210.8249225616455,151.63376405119897,177.58157584369184,0.11367268562316896,40682580.56461938,5.271950910051124
203.6229286491871,143.11490980029106,169.76142681241038,0.138892560005188,729243.1961819157,5.641774038928979
137.04868951439857,107.59211106777192,180.87496337592603,0.08368450164794922,29200245.86333163,5.2180973353577995
222.8619453907013,186.24871399641037,294.5107600808144,0.19100424766540527,23377259.993654303,5.525821387405998
126.9671406596899,87.97097844660283,94.9853686451912,0.16835989475250243,57670283.50099534,5.21895006471404
172.8994204699993,151.56409742236139,172.16779709458353,0.048005231618881226,-180681.26216962934,4.893606770073321
145.45097091794014,140.29855816841126,180.81038583219052,0.11734107494354248,60768950.15377462,5.626840932116315
173.4529201388359,125.31480593204499,150.47918375730515,0.0866132915019989,-26380971.597637422,5.62025476622414
165.08850914239883,159.4417797803879,298.3540311098099,0.052825456261634825,40309964.44490731,5.899643839949243
185.61019226908684,167.04712224960326,273.87341338098054,0.06501983523368836,47086651.46083012,5.940563356739431
190.34048584103584,141.77472678542136,178.8104475259781,0.04418694257736206,27676888.42616409,5.656957831316991
199.5742701292038,166.57387878656388,256.79613057374956,0.07615384578704834,74597638.28773037,5.180134176848767
174.78568950295448,137.65902763724327,186.79397236704827,0.11054481506347655,23027769.750393555,4.802000499363471
160.15866434574127,159.98452765107155,176.35132659673693,0.07601589441299439,30212701.119005494,5.860521873577395
214.1373674571514,173.00894281983375,248.9891188055277,0.07745231747627258,-1848004.2977115884,5.93158341941811
173.00899720191956,147.76002518653868,234.67565071284773,0.06022356271743774,89332257.58392677,5.154663235254782
174.8950403034687,114.9221051824093,212.6377575337887,0.15501609802246094,141167453.90975416,5.151529818793726
165.11180159449577,162.2243009197712,146.29194155037405,0.12324084043502809,93100134.2806974,5.464328951280987
140.74611076712608,94.52453768789769,146.11804921031,0.07005716323852539,73529147.80612692,5.162380167774878
171.65669015049934,142.45716185092925,203.74215048551562,0.10183629035949707,35669061.837584525,5.3228497353866056
175.32965701818466,163.80920197844506,229.79890379011633,0.0951810610294342,-19196628.261854537,5.651074535066699
175.40586045384407,120.27908403337003,186.1004189550877,0.15432527542114258,-69861760.14266267,5.252232252380461
184.7631539106369,163.35293275117874,194.1035488933325,0.1729285192489624,80445225.23816884,5.132968819754941
168.2451044023037,164.62290348410608,182.2781641870737,0.1879921054840088,12978342.997580003,4.764835366818016
231.68062913417816,193.04190343499184,208.43433734178544,0.13818135976791382,982062.4814621359,5.860820826852152
153.36766117811203,183.31910247683524,193.11805256903173,0.014927693605422974,30973668.871067725,5.239120599989655
162.32817605137825,136.212928930521,133.04719484746457,0.07994379639625548,7187599.5620992035,5.156326402268734
216.36647126078606,140.9633553659916,190.4136747300625,0.05416771948337555,-6919449.380645417,5.691278310828495
148.02167224884033,122.6936948800087,165.03149132430553,0.057140592336654666,16547664.365380779,5.578638662254532
160.13484472036362,130.8735215842724,201.39899698197843,0.11105552911758423,47377119.1894339,5.568815649116852
162.94757238030434,146.70433390259743,178.15138362944128,0.09998475074768066,32520652.115036026,5.215371206341288
245.2744699716568,136.4712293124199,217.56256802380088,0.05040088772773743,57823049.102856815,5.317586257689053
158.96889880299568,99.14228930830957,154.29345872998238,0.09241482734680176,16019944.85475514,4.964511101121673
216.87054574489594,150.13632971048355,204.68830221891406,0.15932810306549072,35450690.6218335,5.613766055115535
260.05079275369644,156.47032994031906,192.64400232732297,0.026839838027954102,-10656940.96642349,4.927100416232394
211.85764425992966,145.15239324092866,249.75603593587877,0.031922427415847776,-3517697.904623635,5.63691861482993
168.8236394226551,140.78349630475043,159.96391809582713,0.061683945059776306,123023735.80051512,5.33855880292883
133.73469537496567,132.53482882499696,165.64286124408247,0.17152451515197753,23021571.84339743,5.275800527232947
213.11950343847275,164.3442222213745,281.07055039107803,0.11132369279861451,-54008206.573046446,5.772952774538503
147.42256671190262,147.65912360429763,213.177813282609,0.1529655599594116,29293573.024876565,4.735198922764958
196.32272988557816,138.44239377975464,158.55540862083436,0.08016444563865661,45464963.460833505,5.209171182044392
174.9329752624035,153.15234613656997,197.90461940467358,0.16053472518920897,86599425.20882413,5.503750330619969
155.9850657582283,111.7171895503998,162.53882165551187,0.1181536841392517,129451733.69107321,5.033554367588492
198.3276236653328,166.93731324911118,185.60473086833954,0.11091004610061644,18577639.74485889,5.27101344406703
173.614461094141,167.25977948665619,236.06001920700075,0.13904819250106812,-3449527.074350901,6.047035619175146
163.2498578429222,126.7466734158993,186.9358615279198,0.10333309173583985,-67362206.74241975,6.0036159887863185
179.56462287902832,109.51598068356515,142.20932705998422,0.06974420309066773,44304465.30598447,5.6428892526315355
146.66187718510628,143.75841177940367,246.9197310805321,0.15400545597076415,47918859.287687466,5.799200596246799
173.6458978354931,179.5010644710064,193.55411898493767,0.22008957862854003,-52870250.359609425,6.018271594635074
193.91245061159134,160.6977552485466,237.10219727754594,0.14863010883331298,165224184.28057224,5.26050334405902
164.1586400270462,180.06929581642152,236.53571580648423,0.03252129673957825,56892006.685031205,5.674281491712174
155.16249254345894,154.06094704031943,221.99076645076278,0.04687063932418823,-84019246.73053905,5.637146315786511
162.70056480169296,122.58456425905229,164.6942735731602,0.0785353398323059,20119457.724847943,5.292343936436399
167.49133267998695,165.15615404129028,197.34186743795874,0.0550066876411438,137392070.06216243,5.4129840711106425
117.67092937231064,161.09982784986497,142.4054116308689,0.1388978099822998,98137678.3490336,5.633951607008744
178.97862136363983,141.68100717782974,174.91163712143899,0.1368988847732544,-34719606.98569372,5.274016154662699
158.7641188800335,123.35448078989984,121.72920752763748,0.10097234010696411,-38584289.86750662,5.090385063335259
241.01026213169098,195.14485050082206,241.16707142293455,0.1773661804199219,113462772.7569744,5.52008243456156
189.20553556084633,127.67392975687982,286.0499930799008,0.12420401811599732,123751486.86886787,5.893499438429762
214.42542999982834,180.4809984576702,213.1293969243765,0.130150203704834,-15086487.774046399,5.180969437894746
179.95436531305313,175.4108193027973,166.2782545477152,0.105219464302063,-28667120.303305723,5.622277106214018
176.7423523068428,152.84555636525155,228.07076571285725,0.1033852767944336,-23067056.24489624,5.919821117379695
180.1033401787281,144.44460742712022,161.61335019171239,0.14129111289978027,32997124.667054377,5.437968198479151
193.05147981643677,164.98114686846733,174.40971639454366,0.1390532922744751,21448106.633172967,5.313797779593149
181.384037733078,136.26964735865593,146.8337780535221,0.11691162109375,-23275092.834899016,4.397472703071427
154.13976562023163,124.9008321940899,205.9465731471777,0.06840838074684143,26806634.670377485,5.280579489166899
194.05866050720215,183.25411076784135,194.27923878729345,0.14643969535827636,10882792.737635467,5.916022372820742
205.14461970329285,164.9103889334202,178.03487861752512,0.10843628406524658,62361375.837170035,4.873333340321028
202.16567108035088,143.1359543132782,208.28492197394374,0.10227384805679321,-91432435.23267269,5.710864423864271
162.27106919884682,136.3357156264782,206.25482844114305,0.08909930229187012,150500038.93497556,4.993299949050013
201.21264937520027,145.8480567073822,153.48729780614377,0.03341168999671936,54888179.30194467,5.004979429845473
170.15177181363106,126.78147723555566,204.4114621192217,0.09119504809379578,-71743645.49838349,5.262396050799055
178.91196084022522,175.4209212589264,266.85470459461214,0.15776957511901854,99494825.33617154,5.666978358945272
156.67479130625725,118.60284506917002,165.84262492060662,0.09975905895233154,72976954.24622238,4.868511320534585
159.11560359597206,163.2964650285244,197.32016239464284,0.07094857573509217,1676103.0824406072,5.160032595429453
260.4660977125168,170.9866344344616,247.16655035018923,0.1218831706047058,-9730516.75764557,5.690184396205996
153.42794182896614,146.18195216536523,163.66378800272943,0.10484222412109376,3248779.4681382924,4.9523066516335845
194.7740238904953,127.58261397242548,153.08279778063297,0.08212144613265991,61634280.415177196,5.322691294747908
175.04343420267105,143.56061990261077,211.3641485989094,0.09346884250640869,11919185.232131053,5.402396129860409
168.776118516922,128.05752388954164,147.97898788154126,0.17672738552093506,11192094.932375401,5.731753764784113
212.97417575120926,121.82865774035454,248.68791933059694,0.06617506623268127,-809849.7536237165,5.807794698434425
129.3966294825077,119.46387829482556,185.81798459887506,0.09782344102859497,29357297.753271088,5.176646797258707
157.74786865711212,131.08892183423043,179.24288523495198,0.12219864130020142,-10943290.416329019,4.823483532986054
147.0386662185192,148.31007301092149,130.37663454115392,0.13390270709991456,4761511.336485371,4.5381439713084655
230.10930848121643,198.80540122270585,244.683506834507,0.11520918369293212,-51792359.54832062,6.052208843936342
189.89985504746437,169.73293006300926,209.9776129603386,0.14496851444244385,-25974036.488773264,4.680631445812743
149.1399466395378,116.43189782857895,174.21873889267445,0.023496046066284183,15482012.627626304,5.034035435659277
211.28103503584862,128.52508961081506,176.67690224647524,0.09565052628517151,29927871.94909703,5.133824383880831
143.97318586707115,126.88102205872536,142.11672783493998,0.16141951084136963,119763468.71117443,5.406695326185307
242.109257042408,171.78193120837213,260.5222246080637,0.06461571574211121,-94182388.17334875,6.136896591166652
226.57395535707474,177.93344734311103,175.19203872978687,0.02654460906982422,-19436033.43238976,5.741032808610983
192.7226527929306,132.08227593779566,178.32784630358222,0.012675324678421022,-31447142.82516364,5.495012038257281
193.6826030611992,178.2337040245533,217.75423430800438,0.05615422785282135,51380733.53491396,5.7534800522886425
229.3988295197487,167.3550623166561,234.8280060052872,0.148851637840271,-58723107.067665756,5.329673562236827
173.85094672441483,135.6339909863472,193.4396299213171,0.13315135955810548,67118196.72092676,5.466209859250055
165.22459515929222,128.71929787397386,168.8905539482832,0.023695112466812135,-25913090.061828904,5.098123831243184
181.54585841298103,140.72957987904547,233.57247340679172,0.08611021995544434,49581480.10949187,5.287621056972236
170.38987123966217,147.11224646687506,211.1909618407488,0.10105746984481812,65981084.65217814,5.374786546105587
217.1514968276024,161.74083752155303,184.95536032319072,0.15983858108520507,26556403.139324076,5.575329183613724
104.54434157907963,102.21519375741482,132.45642119944097,0.14320695400238037,57830949.64149386,5.0780589485985
173.40499040484428,140.31172757983208,160.94024185538294,0.12642374992370606,3165555.4072207585,5.053054441534685
146.09574687480927,135.05528900027275,155.8831515580416,0.05977090775966644,79894252.81960964,5.234743562422534
153.56413543224335,160.94377106189728,243.662429022789,0.13137247562408447,78631986.0563317,5.183886032785437
180.59677436947823,180.97755753040315,287.1748922288418,0.15634299755096434,51531532.19769567,5.577236600509769
135.88711160421371,150.45202690005303,195.71617313325407,0.1759742069244385,9817543.60772388,5.913748887563141
190.59508901834488,174.4336283290386,288.2873596966267,0.15106857299804688,56255595.35019487,5.9138903195839525
204.41670098900795,150.14989730119706,205.41098608374597,0.08564621210098267,-79584585.88130876,5.285995431502271
158.35678607225418,148.74271693348885,255.77352400124076,0.11441462755203247,122557759.73694012,5.475598922785421
208.21817979216576,150.73935012817384,213.77404679059984,0.09202909350395203,26478524.64513477,5.595297301013401
158.47386157512665,125.98029625654222,151.72631657123566,0.0511370325088501,19515927.05496162,4.851883787626448
189.2660206258297,145.635871386528,145.9844758361578,0.08522654294967652,-90962476.11746117,5.406360823366857
151.69754394888878,142.9643095433712,141.542585760355,0.07533425927162171,113039012.12339878,4.987821795013181
178.7417914569378,151.8875812292099,145.3824128776789,0.11797493457794189,-53686357.97054097,5.262550200975582
161.8290290236473,105.97205962598325,208.8270944684744,0.0786308228969574,20805698.183038235,5.39116017559175
206.9777625799179,141.85026287198068,216.7809512704611,0.05269685506820679,84738348.42945129,5.400393556642671
217.34506624937057,203.487222840786,186.20650823414329,0.07318942189216614,62758279.55672741,5.293665552015479
166.76764211058617,158.85894852757454,233.2688379943371,0.06884925723075866,3927609.073566608,5.859723694383026
207.16922330856323,149.83568959712983,221.4543226093054,0.13391054630279542,-625617.224275805,5.3063317624945885
168.3650739789009,130.01582864046097,187.36250338554385,0.10938093662261963,-10235454.606158845,5.37032446544903
149.41815426945686,161.62219483971595,183.06616477668288,0.1506198215484619,82940680.84866226,5.303322462974872
154.28244668245316,175.77484366059304,199.65995598435404,0.22161619186401368,94127245.28141037,5.493296159850957
165.738384693861,136.92512421131133,219.94814043939115,0.12588973999023437,103556529.94914055,5.001838811537203
169.17825490236282,116.6714321678877,215.0536867707968,0.04586729645729065,27189958.314705007,4.729876068135591
171.9963080883026,148.69655763030053,221.22793161571028,0.07319283723831177,7806479.527939726,5.501794799255306
164.59832406044006,144.0024514436722,209.19989370703698,0.07163501381874085,17450106.25964973,5.377397752028266
173.71529105305672,142.05203654170037,194.08058388233187,0.13067156791687012,-9948437.216524146,5.725394993386935
152.81384950876236,151.24562772512436,241.93360216319562,0.13260024785995483,43173971.16768129,5.697033965829236
206.6200486123562,156.95596120357513,193.06212680339814,0.09803643703460693,1828790.8262968436,5.094277431907988
181.75814786553383,135.9797285914421,149.90447049736977,0.09235059738159179,65799396.85026467,5.712182208673556
171.6705472767353,126.84340148925783,162.86268374919894,0.08895043253898621,-17375857.34245781,5.173939515629584
100.8855761140585,113.21801578879358,150.24456097483636,0.07857915639877319,52543678.07024345,5.364363327956514
209.96095010638237,119.40065627157689,206.82735775709153,0.06193703651428223,-69874578.02899912,4.932193348058698
232.52227741479874,164.02529535531997,258.0733010172844,0.06749340415000915,-100901312.74496257,5.428583272175162
157.06573870778084,104.02551591157915,172.6596884787083,0.08700999736785889,47140357.09328711,5.124237269547091
124.35639029741287,127.28837422251702,167.87323924005034,0.07445525288581847,38470679.711422324,4.889964167691189
188.75308102369308,144.80910370111465,227.2537018686533,0.04143823266029358,296715.3414372355,5.879110147697116
176.86454892158508,160.30910276412965,203.51747304797175,0.06329377830028535,117034398.10706183,5.5277142473768235
115.03393869102001,117.38072221457959,114.28486485779287,0.1190142297744751,72209003.86042699,4.712436948338805
185.03559491038322,133.89127820134163,193.05745652318004,0.06364431977272034,-8114467.316344269,4.938501400063798
193.36866599321365,180.5911908900738,229.9686634361744,0.14894603729248046,33398968.27215478,5.996645213606782
165.78235524892807,208.6512690770626,240.00786755383015,0.11889312267303467,14142777.079483438,5.960360315344692
149.997442394495,155.85198699355126,146.0565627872944,0.12177636146545409,100762345.46590835,5.3342309524458695
214.04063653945923,144.533150703907,165.09702644348147,0.0636071389913559,107201669.64733407,5.121387176820033
207.65524479746819,156.3685582625866,215.48807322978976,0.06307604193687438,-53412027.33797073,5.758913616165068
257.0772987604141,196.3561414039135,211.93924824893477,0.10550114631652832,-99554574.14378837,5.46445245529916
185.34773528575897,163.29937026262283,231.3151993006468,0.2471059036254883,-45393849.35279995,6.03940012882088
236.64703178405762,144.77042132019997,214.81950077712537,0.08294332504272461,11175735.531247947,5.490267400020686
90.66121709346771,126.7719799220562,191.84002534747125,0.10430452346801758,131028194.38560456,5.217902885483034
179.7009563446045,159.2084762096405,197.54890532791617,0.11736048698425292,134566275.22880256,5.519972721314647
162.6053723692894,171.15525599122049,249.25915507972243,0.12110070228576661,-40053552.38219097,5.925862241345518
144.71929743885994,130.19503881692887,172.97879629433157,0.10640452146530152,14283686.751152165,4.879167296256368
146.40326103568077,126.32624032497407,157.76534168422222,0.04776074647903442,-4167336.904771365,4.977714845218337
256.3215044140816,190.50272883296012,254.30040338337423,0.24247692584991454,-32225300.805225037,5.610101693960972
140.35477605462074,120.90573712944986,195.5051369458437,0.045779151916503905,34560060.60651749,5.0201560203862705
184.65195262432098,117.39409071564675,173.14082813858988,0.05575934052467346,-37915202.75720775,5.293108404856577
224.81816709041595,150.73150452136994,260.5361346513033,0.11118709325790405,-2460183.3528642356,5.2397704517775825
173.3911978304386,148.28361620903016,175.97291630208494,0.08946664690971375,89243073.28781858,5.397231945715928
212.62265875935555,113.75766670942308,182.2229440033436,0.10336041450500488,2869615.080406517,5.77283095605904
175.78763073682785,147.39116368770598,219.77769201099875,0.1362528085708618,19359672.185128443,5.060411664771084
180.0758518576622,140.23675189375876,175.57224657833578,0.04843374490737915,69759976.20779544,5.417011895703302
170.12071162462234,134.37909207701682,148.93236342966557,0.09374537825584411,-20340034.535658397,5.395884740594622
244.1552488207817,181.78978429794313,245.23910218477252,0.025748322010040285,21582389.15436931,5.922203702961042
200.54574289917946,170.4704023551941,205.3652744561434,-0.005078567266464232,19905731.353777982,5.654659522671122
156.63828724622726,162.87424750447272,221.68840780556204,0.04653875708580017,83282305.38449883,5.663003398975775
177.47423020005226,152.94964338183402,149.70274127125742,0.04433632016181946,67528664.12455499,5.807183614036817
93.34417943656445,100.04764578819275,146.617601197958,0.11088210105895996,38678658.93236861,4.827720517609491
149.63541421294212,129.39915214776994,167.54981393516064,0.1284242558479309,141549695.7375878,5.470268176770278
179.71546974778175,178.3147998738289,257.805112695694,0.14809601306915282,46457329.30226043,6.1314090900515215
191.84114375710487,132.34532497644426,144.29927745759488,0.04060744881629944,44964660.21252692,4.738200560745085
168.4087970852852,171.68476071357728,222.40400225222112,0.1359669780731201,45730897.72220701,4.629548666911733
172.43636867403984,118.41424081087114,119.46141689121724,0.12630613327026366,88698083.64229366,5.038308123057197
225.09982824325562,212.206479254961,269.9524275451899,0.16644376754760742,62602760.24015427,5.8684186224316415
171.44476649165154,148.08253566622733,189.94355558753014,0.09506728529930114,44017644.610257745,5.271536880451741
200.31300127506256,205.91207574367525,287.9879913747311,0.057972894310951234,110967923.6193639,5.17264517513144
152.0588297843933,137.44632615804673,180.92175017595292,0.11770971775054931,59760410.33620641,5.017417326444834
168.09647381305695,170.47992916345595,260.1399840116501,0.0014304959774017328,65657023.24320793,6.085101059237689
225.4251909852028,181.00759794592858,285.38466294407846,0.15363638401031493,37116856.03177123,5.620840720771897
188.44479224085808,147.78465331315994,172.71786538660527,0.1395682191848755,54833105.00771135,5.419907957667895
150.41345742344856,159.39070959925652,186.9738453537226,0.14308460235595702,-10992742.543026023,5.135529765977917
251.2499253153801,154.36086453199385,180.5657673060894,0.09805332779884338,21102597.39265386,6.0681082241219535
196.2711852490902,148.13384180545808,228.7564737260342,0.15425240516662597,-86601198.48706499,5.263744634997487
182.91886508464813,159.678150806427,196.88229842484,0.07401639699935914,-37738038.91517773,5.404545651407462
203.6330632865429,202.97298165798188,183.472647151351,0.15855734348297118,-58501211.75273016,5.737391738536769
160.5119027197361,126.42403020977976,203.61783367395404,0.05714267730712891,-3534777.492299564,5.268633923101519
173.45092979073524,154.04951781988143,191.82638409733775,0.0605669105052948,144647182.22691923,5.070009735106434
224.55727010965347,153.76033642172814,260.3993021607399,0.035002712011337284,-92147343.8279505,5.096623625176287
161.72031298279762,173.52656115293502,215.96375302970412,0.11867379665374755,88677397.99963817,4.794187950829306
179.43448638916016,130.64207618355752,192.5168799877167,0.12857800006866454,-66904795.05942121,5.702595017724421
169.31752547621727,153.91252939581872,189.99224073886873,0.10807605266571044,102288485.3023158,5.280686597490352
190.13286563754082,140.32595880270003,181.00589921772482,0.13812458276748657,-49773378.53874043,4.73302825536864
225.1298233270645,156.9510355782509,221.32004365324977,0.0324548351764679,65790021.107317805,5.23084215323309
180.9557148218155,127.90459354639054,198.14683559238912,0.07066505193710326,-17098510.736631937,5.411886478949141
193.40088811516762,169.63952015042304,209.3652350664139,0.17961048126220702,-20721981.322630085,5.546812626802372
190.22365778684616,192.39621884346008,142.2863026857376,0.0011322844028472945,14085367.0450929,5.702411447235872
216.24691051244736,202.79974417090415,209.8495834439993,0.06965205132961273,29990301.77593071,6.295547615741565
175.40468776226044,135.68892498135565,134.21688164770603,0.11344513416290283,-28238598.03804118,5.411296846862381
132.39944076538086,141.66288264632226,161.21301645934582,0.11155776023864747,-6435912.239098921,5.236305903575496
173.83983305096626,161.37287561297416,269.4697927236557,0.25061105728149413,57373374.04690534,5.7397637511934825
202.36353319883347,178.07186626315118,170.71797747910023,0.05638748705387116,-10743297.787604518,5.270938973902226
214.68148559331894,143.91912873983384,268.85922918319704,0.027643073797225956,22450960.767463744,5.551948463250374
170.41313141584396,135.8083345270157,181.71428664922715,0.04591833353042603,27093027.147075385,5.325794524742983
194.14486947655678,168.01003775835036,162.61378133296967,0.07530861735343933,49206327.45792486,4.668796742225213
206.76694706082344,199.7263014423847,312.6826188147068,0.07159692645072938,122331824.00131151,6.195101920346454
189.6381188929081,168.22191338419915,230.18267314732077,0.11921680450439454,6257380.800013244,5.396426564674346
127.1028608828783,150.9689373588562,208.60495376586917,0.09128498435020446,28732489.310110472,4.9910181127142605
207.63664311170578,168.692944740057,219.75450860559943,0.07020773530006408,140383825.38037717,6.265385206995733
125.92117507755756,114.69888882040979,215.19796147048476,0.14764175415039063,14010391.834941115,5.303158506027671
200.5331875681877,148.1038751268387,211.00057232379916,0.1290538454055786,28816018.656364344,5.8169326167020685
205.8925387263298,187.2036659193039,228.55828920900822,0.16511027336120607,-30180475.035694726,5.380081895807829
199.04076001048088,172.22271568536758,217.5965367525816,0.11669861793518066,-12298228.69479198,5.514002083513041
155.56408023834229,134.853441593647,168.81761021912098,0.1997881603240967,-1514767.937492244,5.826111600821909
209.15144863724709,115.31799125730993,181.43348185122014,0.03593619227409363,-46517127.28335425,6.040124757235195
206.58620193600655,157.56241776108743,212.99056528508666,0.0618382328748703,117863757.97004327,4.941048325669326
182.8628340959549,177.6127950334549,236.78527340590955,0.05936431527137756,-12849504.349792637,5.64469584366659
197.62846279144287,180.34722496271132,227.11722216904164,0.10711514234542846,145957.6565530151,5.692315070365661
141.6961415708065,125.21719301581383,209.9539927661419,0.06815056681632996,83641181.61518082,5.310230873222155
140.89134162664413,123.86339816808702,195.0054169625044,0.10416386127471924,60286730.45163259,5.615324871960287
179.69489923119545,182.66788761734963,189.6234061986208,0.15975192070007324,-22021886.28475722,5.046691456290733
232.90532797574997,131.5975442647934,233.10287505090238,0.06334473669528962,-14174729.554781951,5.604983479054024
165.17401880025864,119.78972905635835,205.28910520970823,0.09852777481079102,146325784.4287467,5.506956072014743
173.87345379590988,119.56477987706663,175.6194365680218,0.08918738603591919,-10520115.76668758,5.419378545282304
239.16670489311218,188.21182639360427,240.77737181782723,0.07986817240715027,-70274678.0245611,5.5194952541674684
168.6905981004238,144.15393654346465,215.7898774892092,0.042336200475692747,-30468336.570017822,5.185201212671262
181.2496946156025,144.11634546875953,224.52624142169955,0.04102336645126343,-16626482.237596922,5.199664590491732
185.99366241693497,144.0414877617359,197.1021879851818,0.06943317770957946,4505190.4898642,5.54629516641854
233.4867678284645,158.52570195436476,226.4883302986622,0.036859301328659055,-32338612.887378298,5.801893780643079
180.6294591128826,160.4701589143276,235.98717627525332,0.12665544986724853,64118557.25523397,5.723066345044295
157.60477876663208,141.3116295206547,154.0288151174784,0.13969592094421387,-13912089.916367047,5.125120951523272
178.94373109936714,155.68944135785102,181.4460815280676,0.02146271347999573,-8782202.156025805,5.380042668725134
182.7993904054165,127.98490778446198,238.72748839259148,0.0700010871887207,-90327966.15706861,5.418758879960356
158.30681219697,144.13651988625526,196.00734326541425,0.09259111285209656,5807289.8184021935,5.409333041034962
210.80729991197586,163.3174947941303,139.23261140584947,0.05914795935153962,16442423.904586602,5.089572250600276
159.66003373265266,161.12171296358107,143.2579561650753,0.08965756654739379,8562060.735376235,5.57224587362158
154.04058173298836,95.69402713894846,126.291164124012,0.07107173204421997,38324601.70243204,5.2380649930651
214.74129286408424,141.80973706841468,216.75973341465,0.07409211754798889,10563329.048764203,5.156805095262246
182.14038076996803,161.64669023990632,201.13783088028433,0.026543450355529786,72551202.0868285,5.52088505744889
204.46058547496796,153.75193041443825,259.58260790705685,0.05841326117515564,24356328.50734409,5.414663174126939
153.8663671016693,174.85223274469377,188.9638383150101,0.10982779979705809,-18773199.54924863,5.343134274371302
